Collection,Nid,Title,Contributing Institution,Contributor,Coverage,Creator,Date Digital,Date Original (Precise),Date Original (Precise),Decade,Description,Digitization Specifications,Excerpt,Folder,Format,Image,Language,Publisher,Relation,Resource Identifier,Rights Management,Series,Source,Subject,Transcript,Type,Video
,,,,,,,,,,,,,,,,xlm_mss126_s2_1864-12-23_000_sc.jpg,,,,,,,,,"He who doeth all things well, hath again called on you to mourn the loss of a son.  Your Dear “John” is no more.  The place he once filled in the family circle will never again be occupied by him.  Sincerely do I condole with the dear ones at home whose hearts are made desolate by this sad bereavement.  Words of mine can afford little consolation to the aching hearts of Father & Mother[,] relatives & friends.  But it may be some alleviation to their deep grief to know that in his last sickness he received good attendance + kind nursing.  The “Army” or hospital “Chaplain” informed you by last mail of his death + of his disease “Smallpox.”  I presume he also gave you some accounts of his last moments.  he seemed reconciled to the will of God and died I am told with a fervent hope of Salvation through “Christ Jesus.”  It is sad to think that he “So young” must die and sadder still that he should die so far form home and that the only relatives he had near home could not be permitted to solace his last moments.  As neither myself nor any of my family have ever had the “smallpox” we were not permitted to visit him before or after death.  But a Lady friend of ours who has had the “disease” visited him at our request every other day and provided every thing that was necessary in the way of “delicacies.”  Such as were allowed and also saw that he was faithfully attended by the nurses.  Another Lady visited the hospital on alternate days who was requested by our friend to look particularly after John.  So that he had some one interested in him daily besides the hospital nurses.  The day before he died our kind friend sat with him all the afternoon.  It was the turning point in the disease and she gave us very little hope of his surviving.  She sent for the chaplain who visited him and was with him several hours before his death which occurred on the next day before our friend again saw him.  He lies buried in the soldiers cemetery on the “Memorable Plains of Chalmeth” may he rest in peace and may he who careth for all his works comfort the hearts of his surviving friends.  I suppose he wrote you that he staid at my house as long as the “surgeon in charge” at the St Louis Hospital would allow him.  He was nearly well of the “chronic diarrhea” when he left and if he had not taken the small pox I think he would in a little time have been permanently cured.  When he left us he was put to “nursing” in the hospital + kept on it until he was attacked by his fatal disease.  As soon as he found his disease was the “smallpox” he sent a note to his “cousin John Bislan.”  Informing us of it and desiring if any of us had had the disease to call + see him.  He afterwards expressed much satisfaction that we did not come although he wished to see us yet he requested our friend to tell us not to come.  Dear Boy he did not know that we could not be admitted.  He was very glad when we sent some one to see him as he was afraid we would not learn where he was.  We will try and get some of his clothing from the hospital though we do not know that we can succeed.  I should have written you sooner but there has been no mail since the morning after his death and I did not hear of it in time to write by that mail.  Adieu my Dear Sister, do not let this sad loss grieve you too much remember that what is your loss was his gain and that it was the will of “Our Heavenly Father” that called him hence, doubtless for some wise purpose.  I know you can not help mourning for him, it is natural and light that you should but do not let the thought enter your heart that our merciful Father afflicts you unjustly or too severely.  Ask of Him and he will give you strength to sustain you through this Second Ordeal.  go to him for consolation he will have pity on your + will enable you earnestly to Exclaim “Thy will be done.”  I remain your affectionate Brother",,
,,,,,,,,,,,,,,,,,,,,,,,,,W.H.H. Witherell,,
,,,,,,,,,,,,,,,,,,,,,,,,,"My W. [?--wife] Sends regards and kind wishes, + hopes though the “New Year” commences unhappily.  She may nevertheless wish you much happiness *** it shall have ended.",,
Sunderland Family Correspondence,680,Friend Darwin Your kind letter is recieved.,,,"Stevenson, AL",P.A. Wells,4-Oct-11,"August 29, 1863","August 29, 1863",,,"Scanned at 600ppi on Epson 1000XL scanner as 48-bit RGB uncompressed TIFF images. Images resized to 960 pixels wide, 150 dpi, and saved as JPEG (level 10) in Photoshop CS5 with Unsharp Mask of 60:1.",Friend Darwin:,63,image/jpeg,xlm_mss126_s3_1863-08-29_001_se.jpg,English,,,,Original materials may be protected by the Copyright Law of the United States (more information).,3,"Original letter: ink on paper, 5 p.","Sunderland, Darwin","Headquarters Dept Cumberland,",Text,
,,,,,,,,,,,,,,,,xlm_mss126_s3_1863-08-29_002_se.jpg,,,,,,,,P.A. Wells,"Medical Director’s Office,",,
,,,,,,,,,,,,,Your kind letter is received. I am very thankful for your service [bravery?] and regret that I did not receive the letter of yours you speak of—I should certainly have honored them by replying.,,,xlm_mss126_s3_1863-08-29_003_se.jpg,,,,,,,,,"Stevenson, Ala, Aug. 29th, 1863",,
,,,,,,,,,,,,,,,,xlm_mss126_s3_1863-08-29_004_se.jpg,,,,,,,,,,,
,,,,,,,,,,,,,,,,xlm_mss126_s3_1863-08-29_005_se.jpg,,,,,,,,,Friend Darwin:,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"Your kind letter is received. I am very thankful for your service [bravery?] and regret that I did not receive the letter of yours you speak of—I should certainly have honored them by replying.  The last letter I wrote you was sent to your address at Rensselaer  Falls.  Since then I’ve written your parents regarding a little amount which I owe them; - they have never replaied, and I have dropped the matter till I see them. ",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"            I assure you I am glad to hear of your continued good health and hope you will live to return to your people sound in mind and body as you left them.  I suppose you are enlisted for three years—how much longer have you to serve?  My time will expire on the 1st of June 1864, - nine months longer.  I trust the war will be over ere that time passes.  Indeed I am of opinion it will.  The insurrection is getting, as the “Yankees” say, “whittled down to a fine point”.  The sham federacy will collapse one of these early days, and its destruction will be more sudden and complete than was its inauguration.  How the Rebs howl now over this condition and recent and thick coming disasters!  There, again, with what consummate sophistry the gloss them over, and argue that the defeats are all for the “glory” of the “Confederacy”.   Ah, well, let them howl; ‘tis only the “bubbling up” of the of the damned thing as it sinks beneath the waters of perdition.",,
,,,,,,,,,,,,,,,,,,,,,,,,,"My health has been remarkably good since I enlisted.  I have suffered but little from sickness.  The time, too, has passed pleasantly enough; since my being distracted here at Dept. H’Qrs- now nearly a year- it has been very pleasant and instructive.",,
,,,,,,,,,,,,,,,,,,,,,,,,,"We are slowly but surely encompassing Chatanooga and soon you will hear that another Rebel stronghold has fallen.  Charlston, too, if it has not already, will soon fall.  Then with Grant in possession of Ala., Bragg driven into Georgia, and our glorious [Rosencrans?] and Gillmore and Dal_____ left free to act elsewhere- the rebellion will be “gone up” in fact; and if Meade could whip Lee that would be the end, - the game would be up, and treason forever sunk to the lowest depths of ______ where it belongs.",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"The letter from your mother, Mrs. Sunderland, which I received, is indeed interesting.  It must really be delightful to have someone to feel for and sympathize with you in your absence from home.  Could I receive a letter like that from my mother now I would prize it highly indeed, though I sadly fear that I was not more obedient and respectful than I should be when I had a fond mother to care for me. ------ But, thus it ever is.  We never know how immeasurably dear any great, good gift of God is until we are about to lose, or have lost, it.",,
,,,,,,,,,,,,,,,,,,,,,,,,,With your letter came one from Brother Tom.  He is in the 6th Regt N.Y. Cav’y and quite well and contented.  His position is that of Chief Bugler.  He likes it very well.,,
,,,,,,,,,,,,,,,,,,,,,,,,,I also hear from Turner of your Regt occasionally.  He belongs to Co. “D”.  Do you know him?  Please give him my regards and say I would like to hear from him again.  I replied to his last letter.,,
,,,,,,,,,,,,,,,,,,,,,,,,,"I am really very delighted with the summary manner in which the Draft is picking up recruits.  Semi-copperhead loafers, barroom and grocery captains and strategists and other of that ilk.  I say it does me good and I want to see them marched into the front rank on the double quick and change on the enemies batteries in reality.  ‘Tis a real pity that the country should lose the services of such _______patriots (?)  I say make them fight. ",,
,,,,,,,,,,,,,,,,,,,,,,,,,I have received a copy of the Republican containing a list of the drafted in St. Law. Co.  I am acquainted with many of them.  I am glad to hear that Jerome is well.  We may have the pleasure of seeing him and Hattie [wedded?] one of these days.  Please remember that your letter will be always welcome and gladly answered by me.  Give my regards to any of my old friends you may know in your Regt and believe me,,
,,,,,,,,,,,,,,,,,,,,,,,,,Very truly your friend,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,P.A. Wells,,
Sunderland Family Correspondence,681,Mrs. Albert Sunderland: Respected Madam: In this general lull,,,"Chattanooga, TN",P.A. Wells,4-Oct-11,"September 27, 1863","September 27, 1863",,Note--Much of the last two pages of this letter is unreadable due to a tear in the letter.,"Scanned at 600ppi on Epson 1000XL scanner as 48-bit RGB uncompressed TIFF images. Images resized to 960 pixels wide, 150 dpi, and saved as JPEG (level 10) in Photoshop CS5 with Unsharp Mask of 60:1.",Mrs. Albert Sunderland:,64,image/jpeg,xlm_mss126_s3_1863-09-27_001_se.jpg,English,,,,Original materials may be protected by the Copyright Law of the United States (more information).,3,"Original letter: ink on paper, 4 p.",P.A. Wells,Hd Quarters Dept. of the Cumberland,Text,
,,,,,,,,,,,,,Respected Madam:,,,xlm_mss126_s3_1863-09-27_002_se.jpg,,,,,,,,"Sunderland, Darwin","Chattanooga, Tenn., Sept 27, 1863",,
,,,,,,,,,,,,,,,,xlm_mss126_s3_1863-09-27_003_se.jpg,,,,,,,,,,,
,,,,,,,,,,,,,In this general lull of operations following the terrible storm of last week I sit down to write you in reply to your most welcome letter of the 16th inst which arrived yesterday.,,,xlm_mss126_s3_1863-09-27_se_004.jpg,,,,,,,,,Mrs. Albert Sunderland:,,
,,,,,,,,,,,,,,,,,,,,,,,,,Respected Madam:,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"                                    In this general lull of operations following the terrible storm of last week I sit down to write you in reply to your most welcome letter of the 16th inst which arrived yesterday.  And first permit me to tender you my most sincere thanks for these kind, good, welcome words which assure me of the continued friendship of Mr. Sunderland and yourself.  Since the first, I have been proud of my acquaintance with your family and self, and treasured up many little acts of kindness received; but after the mad, foolish [frak] of a couple of years ago, I thought that your friendship, together with that of all the others, was lost to me; but to know now that I still retain the sympathy of yourself and husband is highly gratifying. ",,
